DevelopmentRegion,RegionalDistrict,Municipality,Statistics,date,values
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - FARM (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - MULTI-FAMILY (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-07 (Jul),1
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - OTHER (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-02 (Feb),4
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-03 (Mar),2
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-04 (Apr),2
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-05 (May),8
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-06 (Jun),3
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-07 (Jul),3
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-08 (Aug),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-09 (Sep),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - SINGLE FAMILY RESIDENTIAL (count),2017-10 (Oct),8
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA NON-RESIDENTIAL or RENTAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL - STRATA RESIDENTIAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-02 (Feb),4
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-03 (Mar),2
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-04 (Apr),2
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-05 (May),8
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-06 (Jun),3
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-07 (Jul),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-08 (Aug),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-09 (Sep),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,RESIDENTIAL TOTAL (count),2017-10 (Oct),8
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-02 (Feb),4
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-03 (Mar),2
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-04 (Apr),2
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-05 (May),8
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-06 (Jun),3
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-07 (Jul),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-08 (Aug),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-09 (Sep),5
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF ANMORE,Total Market Transactions (count),2017-10 (Oct),8
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-01 (Jan),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-02 (Feb),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-03 (Mar),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-04 (Apr),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-05 (May),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-06 (Jun),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-07 (Jul),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-08 (Aug),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-09 (Sep),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Additional Tax Paid ($ sum),2017-10 (Oct),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - COMMERCE (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - OTHER (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL - STRATA NON-RESIDENTIAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,COMMERCIAL TOTAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FARM TOTAL (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-01 (Jan),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-02 (Feb),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-03 (Mar),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-04 (Apr),"$1,250,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-05 (May),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-06 (Jun),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-07 (Jul),"$2,500,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-08 (Aug),"$2,175,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-09 (Sep),"$2,665,125.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average ($ mean),2017-10 (Oct),"$1,975,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-01 (Jan),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-02 (Feb),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-03 (Mar),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-04 (Apr),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-05 (May),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-06 (Jun),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-07 (Jul),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-08 (Aug),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-09 (Sep),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Average of Foreign Involvement Transactions ($ mean),2017-10 (Oct),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-01 (Jan),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-02 (Feb),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-03 (Mar),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-04 (Apr),"$1,250,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-05 (May),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-06 (Jun),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-07 (Jul),"$2,500,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-08 (Aug),"$2,175,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-09 (Sep),"$2,665,125.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median ($ median),2017-10 (Oct),"$1,975,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-01 (Jan),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-02 (Feb),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-03 (Mar),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-04 (Apr),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-05 (May),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-06 (Jun),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-07 (Jul),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-08 (Aug),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-09 (Sep),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Median of Foreign Involvement Transactions ($ median),2017-10 (Oct),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-01 (Jan),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-02 (Feb),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-03 (Mar),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-04 (Apr),"$1,250,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-05 (May),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-06 (Jun),$0.00 
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-07 (Jul),"$2,500,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-08 (Aug),"$2,175,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-09 (Sep),"$5,330,250.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum ($ sum),2017-10 (Oct),"$3,950,000.00 "
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-01 (Jan),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-02 (Feb),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-03 (Mar),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-04 (Apr),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-05 (May),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-06 (Jun),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-07 (Jul),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-08 (Aug),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-09 (Sep),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,FMV Sum of Foreign Involvement Transactions ($ sum),2017-10 (Oct),NA
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-04 (Apr),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-05 (May),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-06 (Jun),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-07 (Jul),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-08 (Aug),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-09 (Sep),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,Foreign Involvement Transactions (count),2017-10 (Oct),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,OTHER/UNKNOWN TOTAL (count),2017-01 (Jan),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,OTHER/UNKNOWN TOTAL (count),2017-02 (Feb),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,OTHER/UNKNOWN TOTAL (count),2017-03 (Mar),0
Mainland/Southwest,METRO VANCOUVER,VILLAGE OF BELCARRA,OTHER/UNKNOWN TOTAL (count),2017-04 (Apr),0
